event_pk,rn,date,work_area,organization,survey,sampling_bout,site,hakai_id,source,lat,long,line_out_depth,filter_type,volume,no2_no3_um,no2_no3_units,po4,sio2
313687,1,2017-07-28,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT8845,M,51.705,-128.2384,50,0.45nm,13,16.047,uM,1.185,25.908
313687,1,2017-07-28,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT8845,M,51.705,-128.2384,50,0.45nm,13,16.047,uM,1.185,25.908
313687,1,2017-07-28,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT8846,M,51.705,-128.2384,100,0.45nm,13,28.689,uM,2.1,47.456
313687,1,2017-07-28,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT8846,M,51.705,-128.2384,100,0.45nm,13,28.689,uM,2.1,47.456
313687,1,2017-07-28,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT8846,M,51.705,-128.2384,100,0.45nm,13,28.689,uM,2.1,47.456
313687,1,2017-07-28,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT8847,M,51.705,-128.2384,125,0.45nm,13,35.583,uM,2.444,65.419
313687,1,2017-07-28,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT8847,M,51.705,-128.2384,125,0.45nm,13,35.583,uM,2.444,65.419
313687,1,2017-07-28,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT8847,M,51.705,-128.2384,125,0.45nm,13,35.583,uM,2.444,65.419
374145,1,2017-08-08,CALVERT,HAKAI,ROCKY,1,ROCKY05,NUT7699,M,,,0,0.45nm,13,2.559628844,uM,0.499615266,10.93308003
374146,1,2017-08-10,CALVERT,HAKAI,ROCKY,1,ROCKY04,NUT9700,M,,,0,0.45nm,13,2.756128391,uM,0.659690194,12.34549981
374151,1,2017-08-11,CALVERT,HAKAI,ROCKY,1,ROCKY02,NUT9701,M,,,0,0.45nm,13,0.465489742,uM,0.837119507,13.87535519
315878,1,2017-08-13,CALVERT,HAKAI,KWAK_PP,4,PRUTH,NUT8910,M,51.6554,-128.0913,0,0.45nm,13,0.700742819,uM,0.125,3.026953232
315878,1,2017-08-13,CALVERT,HAKAI,KWAK_PP,4,PRUTH,NUT8911,M,51.6554,-128.0913,5,0.45nm,13,3.900795479,uM,0.393,9.225768248
315878,1,2017-08-13,CALVERT,HAKAI,KWAK_PP,4,PRUTH,NUT8912,M,51.6554,-128.0913,10,0.45nm,13,6.497890119,uM,0.637,13.55652216
315878,1,2017-08-13,CALVERT,HAKAI,KWAK_PP,4,PRUTH,NUT8913,M,51.6554,-128.0913,20,0.45nm,13,15.20366657,uM,1.348,29.68145608
315878,1,2017-08-13,CALVERT,HAKAI,KWAK_PP,4,PRUTH,NUT8914,M,51.6554,-128.0913,30,0.45nm,13,22.44107719,uM,1.778,41.27847252
315878,1,2017-08-13,CALVERT,HAKAI,KWAK_PP,4,PRUTH,NUT8915,M,51.6554,-128.0913,40,0.45nm,13,24.04759372,uM,1.816,45.57200923
315878,1,2017-08-13,CALVERT,HAKAI,KWAK_PP,4,PRUTH,NUT8916,M,51.6554,-128.0913,50,0.45nm,13,25.3470441,uM,2.027,49.49200712
315878,1,2017-08-13,CALVERT,HAKAI,KWAK_PP,4,PRUTH,NUT8917,M,51.6554,-128.0913,60,0.45nm,13,27.16443918,uM,1.907,54.1448405
317145,1,2017-08-18,CALVERT,HAKAI,KWAK_PP,1,PRUTH,NUT8929,M,51.6554,-128.0913,0,0.45nm,13,2.371166943,uM,0.277,6.989070687
317145,1,2017-08-18,CALVERT,HAKAI,KWAK_PP,1,PRUTH,NUT8930,M,51.6554,-128.0913,5,0.45nm,13,4.437361394,uM,0.488,10.5597751
317145,1,2017-08-18,CALVERT,HAKAI,KWAK_PP,1,PRUTH,NUT8931,M,51.6554,-128.0913,10,0.45nm,13,4.869558107,uM,0.507,11.30700184
317145,1,2017-08-18,CALVERT,HAKAI,KWAK_PP,1,PRUTH,NUT8932,M,51.6554,-128.0913,20,0.45nm,13,10.24726936,uM,0.947,20.472606
317145,1,2017-08-18,CALVERT,HAKAI,KWAK_PP,1,PRUTH,NUT8933,M,51.6554,-128.0913,30,0.45nm,13,16.94005322,uM,1.461,31.609998
317691,1,2017-08-20,CALVERT,HAKAI,QCS_V2,1,NBCH01,NUT8938,M,51.6678,-128.1433,0,0.45nm,13,6.163753783,uM,0.661,13.8714988
317690,1,2017-08-20,CALVERT,HAKAI,QCS_V2,1,WBCH01,NUT8941,M,51.6535,-128.1493,0,0.45nm,13,1.884060485,uM,0.364,6.12567548
317691,1,2017-08-20,CALVERT,HAKAI,QCS_V2,1,NBCH01,NUT8939,M,51.6678,-128.1433,5,0.45nm,13,6.410748405,uM,0.678,14.13588812
317690,1,2017-08-20,CALVERT,HAKAI,QCS_V2,1,WBCH01,NUT8942,M,51.6535,-128.1493,5,0.45nm,13,4.829,uM,0.525,10.624
317691,1,2017-08-20,CALVERT,HAKAI,QCS_V2,1,NBCH01,NUT8940,M,51.6678,-128.1433,10,0.45nm,13,8.264,uM,0.801,16.24
321937,1,2017-08-30,CALVERT,HAKAI,KWAK_PP,3,PRUTH,NUT8943,M,51.6554,-128.0913,0,0.45nm,13,0.087838848,uM,0.026,11.22998395
321937,1,2017-08-30,CALVERT,HAKAI,KWAK_PP,3,PRUTH,NUT8944,M,51.6554,-128.0913,5,0.45nm,13,3.746932278,uM,0.358,12.51269246
321937,1,2017-08-30,CALVERT,HAKAI,KWAK_PP,3,PRUTH,NUT8945,M,51.6554,-128.0913,10,0.45nm,13,6.983601198,uM,0.674,16.68754796
321937,1,2017-08-30,CALVERT,HAKAI,KWAK_PP,3,PRUTH,NUT8946,M,51.6554,-128.0913,20,0.45nm,13,13.21501404,uM,1.125,26.29454516
321937,1,2017-08-30,CALVERT,HAKAI,KWAK_PP,3,PRUTH,NUT8947,M,51.6554,-128.0913,30,0.45nm,13,17.06214653,uM,1.311,32.70769909
321937,1,2017-08-30,CALVERT,HAKAI,KWAK_PP,3,PRUTH,NUT8948,M,51.6554,-128.0913,40,0.45nm,13,22.77331419,uM,1.807,42.24932158
321937,1,2017-08-30,CALVERT,HAKAI,KWAK_PP,3,PRUTH,NUT8949,M,51.6554,-128.0913,50,0.45nm,13,24.33519161,uM,1.907,46.4434115
321937,1,2017-08-30,CALVERT,HAKAI,KWAK_PP,3,PRUTH,NUT8950,M,51.6554,-128.0913,60,0.45nm,13,26.23942256,uM,2.165,52.55535948
325895,1,2017-09-03,CALVERT,HAKAI,QCS_V2,1,NBCH01,NUT9413,M,51.6678,-128.1433,0,0.45nm,13,2.146700465,uM,0.413,9.147458845
325897,1,2017-09-03,CALVERT,HAKAI,QCS_V2,1,WBCH01,NUT9418,M,51.6535,-128.1493,0,0.45nm,13,1.259467918,uM,0.359,7.027436213
325895,1,2017-09-03,CALVERT,HAKAI,QCS_V2,1,NBCH01,NUT9414,M,51.6678,-128.1433,5,0.45nm,13,3.913424655,uM,0.547,11.96340105
325897,1,2017-09-03,CALVERT,HAKAI,QCS_V2,1,WBCH01,NUT9419,M,51.6535,-128.1493,5,0.45nm,13,2.124320043,uM,0.403,9.102572896
325895,1,2017-09-03,CALVERT,HAKAI,QCS_V2,1,NBCH01,NUT9415,M,51.6678,-128.1433,10,0.45nm,13,4.513585711,uM,0.552,12.66316277
336964,1,2017-09-04,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT8918,M,51.705,-128.2384,0,0.45nm,13,0.704,uM,0.122,5.295
336964,1,2017-09-04,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT8919,M,51.705,-128.2384,5,0.45nm,13,1.135,uM,0.27,8.832
336964,1,2017-09-04,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT8920,M,51.705,-128.2384,10,0.45nm,13,1.126,uM,0.296,8.833
336964,1,2017-09-04,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT8921,M,51.705,-128.2384,20,0.45nm,13,6.12,uM,0.716,15.891
336964,1,2017-09-04,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT8922,M,51.705,-128.2384,30,0.45nm,13,10.44,uM,0.898,16.827
336964,1,2017-09-04,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT8923,M,51.705,-128.2384,50,0.45nm,13,18.205,uM,1.427,27.223
336964,1,2017-09-04,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT8924,M,51.705,-128.2384,100,0.45nm,13,28.389,uM,2.071,46.584
336964,1,2017-09-04,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT8925,M,51.705,-128.2384,115,0.45nm,13,29.714,uM,1.916,47.364
336980,1,2017-09-08,CALVERT,HAKAI,KWAK_PP,1,PRUTH,NUT9420,M,51.6554,-128.0913,0,0.45nm,13,1.097140036,uM,0.158,13.83748374
336980,1,2017-09-08,CALVERT,HAKAI,KWAK_PP,1,PRUTH,NUT9421,M,51.6554,-128.0913,5,0.45nm,13,4.532616603,uM,0.506,13.84900928
336980,1,2017-09-08,CALVERT,HAKAI,KWAK_PP,1,PRUTH,NUT9422,M,51.6554,-128.0913,10,0.45nm,13,9.349033328,uM,0.903,20.37022273
336980,1,2017-09-08,CALVERT,HAKAI,KWAK_PP,1,PRUTH,NUT9423,M,51.6554,-128.0913,20,0.45nm,13,14.90678772,uM,1.297,28.44187906
336980,1,2017-09-08,CALVERT,HAKAI,KWAK_PP,1,PRUTH,NUT8981,M,51.6554,-128.0913,30,0.45nm,13,20.06629198,uM,1.628,36.59047723
374178,1,2017-09-17,CALVERT,HAKAI,ROCKY,1,ROCKY06,NUT9778,M,,,0,0.45nm,14,,,,
374179,1,2017-09-18,CALVERT,HAKAI,ROCKY,1,ROCKY07,NUT9784,M,,,0,0.45nm,14,,,,
374180,1,2017-09-19,CALVERT,HAKAI,ROCKY,1,ROCKY03,NUT9790,M,,,0,0.45nm,14,,,,
342095,1,2017-09-20,CALVERT,HAKAI,KWAK_PP,4,PRUTH,NUT9426,M,51.6554,-128.0913,0,0.45nm,13,8.684986716,uM,0.703024456,21.87237564
342096,1,2017-09-20,CALVERT,HAKAI,KWAK_PP,5,PRUTH,NUT9427,M,51.6554,-128.0913,5,0.45nm,13,,,,
342095,1,2017-09-20,CALVERT,HAKAI,KWAK_PP,4,PRUTH,NUT9428,M,51.6554,-128.0913,10,0.45nm,13,12.16526275,uM,1.053380865,22.37001525
342095,1,2017-09-20,CALVERT,HAKAI,KWAK_PP,4,PRUTH,NUT9429,M,51.6554,-128.0913,20,0.45nm,13,17.56239875,uM,1.397912752,23.95683054
342095,1,2017-09-20,CALVERT,HAKAI,KWAK_PP,4,PRUTH,NUT9430,M,51.6554,-128.0913,30,0.45nm,13,19.87852694,uM,1.578474603,31.85085501
342095,1,2017-09-20,CALVERT,HAKAI,KWAK_PP,4,PRUTH,NUT9431,M,51.6554,-128.0913,40,0.45nm,13,23.41409166,uM,1.75087663,37.76473403
342095,1,2017-09-20,CALVERT,HAKAI,KWAK_PP,4,PRUTH,NUT9432,M,51.6554,-128.0913,50,0.45nm,13,25.14179345,uM,1.92169296,40.5904425
342095,1,2017-09-20,CALVERT,HAKAI,KWAK_PP,4,PRUTH,NUT9433,M,51.6554,-128.0913,60,0.45nm,13,27.17505181,uM,2.081217045,45.92546286
344210,1,2017-09-27,CALVERT,HAKAI,QCS_V1,2,QCS01,NUT9490,M,51.705,-128.2384,0,0.45nm,13,4.356173899,uM,0.527766472,15.20261691
344210,1,2017-09-27,CALVERT,HAKAI,QCS_V1,2,QCS01,NUT9491,M,51.705,-128.2384,5,0.45nm,13,4.933,uM,0.557,16.307
344210,1,2017-09-27,CALVERT,HAKAI,QCS_V1,2,QCS01,NUT9492,M,51.705,-128.2384,10,0.45nm,13,1.777124503,uM,0.388661861,8.560811515
344210,1,2017-09-27,CALVERT,HAKAI,QCS_V1,2,QCS01,NUT9493,M,51.705,-128.2384,20,0.45nm,13,2.122083535,uM,0.413644709,8.01075553
344210,1,2017-09-27,CALVERT,HAKAI,QCS_V1,2,QCS01,NUT9494,M,51.705,-128.2384,30,0.45nm,13,13.29727767,uM,1.130152867,19.01116565
344210,1,2017-09-27,CALVERT,HAKAI,QCS_V1,2,QCS01,NUT9495,M,51.705,-128.2384,40,0.45nm,13,21.871475,uM,1.701990724,33.66465901
344210,1,2017-09-27,CALVERT,HAKAI,QCS_V1,2,QCS01,NUT9496,M,51.705,-128.2384,100,0.45nm,13,26.97856823,uM,2.065436632,41.21574234
344210,1,2017-09-27,CALVERT,HAKAI,QCS_V1,2,QCS01,NUT9497,M,51.705,-128.2384,115,0.45nm,13,29.71938064,uM,2.170935995,44.81636399
344352,1,2017-09-28,CALVERT,HAKAI,QCS_V2,1,NBCH01,NUT9505,M,51.6678,-128.1433,0,0.45nm,13,5.844949561,uM,0.67765659,17.37662086
344351,1,2017-09-28,CALVERT,HAKAI,QCS_V2,1,WBCH01,NUT9510,M,51.6535,-128.1493,0,0.45nm,13,5.671180038,uM,0.666625536,17.38459171
344352,1,2017-09-28,CALVERT,HAKAI,QCS_V2,1,NBCH01,NUT9506,M,51.6678,-128.1433,5,0.45nm,13,6.45808306,uM,0.740318626,17.79387444
344351,1,2017-09-28,CALVERT,HAKAI,QCS_V2,1,WBCH01,NUT9511,M,51.6535,-128.1493,5,0.45nm,13,7.071429163,uM,0.823019503,18.37571188
344352,1,2017-09-28,CALVERT,HAKAI,QCS_V2,1,NBCH01,NUT9507,M,51.6678,-128.1433,10,0.45nm,13,7.131999222,uM,0.786270232,18.39021202
345801,1,2017-10-01,CALVERT,HAKAI,KWAK_PP,1,PRUTH,NUT9512,M,51.6554,-128.0913,0,0.45nm,13,9.294108205,uM,0.780628778,25.45688924
345801,1,2017-10-01,CALVERT,HAKAI,KWAK_PP,1,PRUTH,NUT9513,M,51.6554,-128.0913,5,0.45nm,13,11.83637646,uM,1.017372586,24.12805296
345801,1,2017-10-01,CALVERT,HAKAI,KWAK_PP,1,PRUTH,NUT9514,M,51.6554,-128.0913,10,0.45nm,13,13.77299318,uM,1.172372142,25.43915876
345801,1,2017-10-01,CALVERT,HAKAI,KWAK_PP,1,PRUTH,NUT9515,M,51.6554,-128.0913,20,0.45nm,13,18.66627369,uM,1.463055156,30.38613387
345801,1,2017-10-01,CALVERT,HAKAI,KWAK_PP,1,PRUTH,NUT9516,M,51.6554,-128.0913,30,0.45nm,13,21.77872117,uM,1.684553743,34.22080494
348762,1,2017-10-11,CALVERT,HAKAI,KWAK_PP,3,PRUTH,NUT9517,M,51.6554,-128.0913,0,0.45nm,13,15.6998814,uM,1.230033269,27.60544036
348762,1,2017-10-11,CALVERT,HAKAI,KWAK_PP,3,PRUTH,NUT9518,M,51.6554,-128.0913,5,0.45nm,13,17.06191915,uM,1.344680267,28.82359517
348762,1,2017-10-11,CALVERT,HAKAI,KWAK_PP,3,PRUTH,NUT9519,M,51.6554,-128.0913,10,0.45nm,13,18.31749102,uM,1.414232518,29.69176067
348762,1,2017-10-11,CALVERT,HAKAI,KWAK_PP,3,PRUTH,NUT9520,M,51.6554,-128.0913,20,0.45nm,13,19.11560494,uM,1.473033667,30.65413013
348762,1,2017-10-11,CALVERT,HAKAI,KWAK_PP,3,PRUTH,NUT9521,M,51.6554,-128.0913,30,0.45nm,13,21.43544478,uM,1.618648367,33.89609673
348762,1,2017-10-11,CALVERT,HAKAI,KWAK_PP,3,PRUTH,NUT9522,M,51.6554,-128.0913,50,0.45nm,13,25.63096572,uM,1.93288775,40.28327554
348762,1,2017-10-11,CALVERT,HAKAI,KWAK_PP,3,PRUTH,NUT9523,M,51.6554,-128.0913,60,0.45nm,13,26.94536964,uM,2.050520853,43.59705783
349102,1,2017-10-13,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT9551,M,51.705,-128.2384,0,0.45nm,13,12.97666651,uM,1.110730749,27.71099082
349102,1,2017-10-13,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT9552,M,51.705,-128.2384,5,0.45nm,13,15.59804932,uM,1.308166161,28.4895037
349102,1,2017-10-13,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT9553,M,51.705,-128.2384,10,0.45nm,13,15.19252218,uM,1.287744513,25.35919075
349102,1,2017-10-13,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT9554,M,51.705,-128.2384,30,0.45nm,13,19.83248922,uM,1.58620446,28.24322573
349102,1,2017-10-13,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT9555,M,51.705,-128.2384,50,0.45nm,13,23.00961549,uM,1.799769093,33.71610084
349102,1,2017-10-13,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT9556,M,51.705,-128.2384,100,0.45nm,13,30.82637332,uM,2.373281232,51.26977646
349102,1,2017-10-13,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT9557,M,51.705,-128.2384,115,0.45nm,13,31.92313064,uM,2.385547395,52.37668951
374181,1,2017-11-16,CALVERT,HAKAI,ROCKY,1,ROCKY03,NUT9797,M,,,0,0.45nm,13,,,,
374182,1,2017-11-17,CALVERT,HAKAI,ROCKY,1,ROCKY07,NUT9796,M,,,0,0.45nm,13,,,,
374183,1,2017-11-18,CALVERT,HAKAI,ROCKY,1,ROCKY06,NUT9779,M,,,0,0.45nm,13,,,,
360668,1,2017-12-02,CALVERT,HAKAI,KWAK_PP,2,PRUTH,NUT9574,M,51.6554,-128.0913,0,0.45nm,13,22.06605574,uM,1.758,38.49470478
360668,1,2017-12-02,CALVERT,HAKAI,KWAK_PP,2,PRUTH,NUT9575,M,51.6554,-128.0913,5,0.45nm,13,21.54131096,uM,1.6,37.08004027
360668,1,2017-12-02,CALVERT,HAKAI,KWAK_PP,2,PRUTH,NUT9576,M,51.6554,-128.0913,10,0.45nm,13,21.93610024,uM,1.325,37.59656411
360668,1,2017-12-02,CALVERT,HAKAI,KWAK_PP,2,PRUTH,NUT9577,M,51.6554,-128.0913,20,0.45nm,13,21.71321344,uM,1.458,36.39330763
360668,1,2017-12-02,CALVERT,HAKAI,KWAK_PP,2,PRUTH,NUT9578,M,51.6554,-128.0913,40,0.45nm,13,21.00222465,uM,1.338,34.64001746
360668,1,2017-12-02,CALVERT,HAKAI,KWAK_PP,2,PRUTH,NUT9579,M,51.6554,-128.0913,50,0.45nm,13,21.52169309,uM,1.621,35.51821623
360669,1,2017-12-02,CALVERT,HAKAI,KWAK_PP,3,PRUTH,NUT9580,M,51.6554,-128.0913,60,0.45nm,13,21.45711038,uM,1.515,35.13517114
360690,1,2017-12-03,CALVERT,HAKAI,QCS_V1,2,QCS01,NUT9604,M,51.705,-128.2384,0,0.45nm,13,21.1496248,uM,1.65747883,38.15288287
360690,1,2017-12-03,CALVERT,HAKAI,QCS_V1,2,QCS01,NUT9605,M,51.705,-128.2384,5,0.45nm,13,20.01871833,uM,1.554368738,34.50053917
360690,1,2017-12-03,CALVERT,HAKAI,QCS_V1,2,QCS01,NUT9607,M,51.705,-128.2384,10,0.45nm,13,18.98354344,uM,1.605217088,31.9727793
360690,1,2017-12-03,CALVERT,HAKAI,QCS_V1,2,QCS01,NUT9606,M,51.705,-128.2384,30,0.45nm,13,17.55706539,uM,1.402559349,28.49009782
360690,1,2017-12-03,CALVERT,HAKAI,QCS_V1,2,QCS01,NUT9608,M,51.705,-128.2384,50,0.45nm,13,14.98291442,uM,1.124446581,23.24267781
360690,1,2017-12-03,CALVERT,HAKAI,QCS_V1,2,QCS01,NUT9609,M,51.705,-128.2384,100,0.45nm,13,13.47177515,uM,1.177344527,20.39362298
360690,1,2017-12-03,CALVERT,HAKAI,QCS_V1,2,QCS01,NUT9610,M,51.705,-128.2384,115,0.45nm,13,13.93244315,uM,1.199814985,21.48597956
364805,1,2018-01-10,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT9617,M,51.705,-128.2384,0,0.45nm,13,17.11939907,uM,1.340134479,28.65984086
364805,1,2018-01-10,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT9618,M,51.705,-128.2384,5,0.45nm,13,17.04350413,uM,1.402404834,28.56458866
364805,1,2018-01-10,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT9619,M,51.705,-128.2384,10,0.45nm,13,16.94195829,uM,1.270493218,28.31545207
364805,1,2018-01-10,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT9620,M,51.705,-128.2384,30,0.45nm,13,16.58772093,uM,1.389762704,27.41835108
364805,1,2018-01-10,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT9621,M,51.705,-128.2384,50,0.45nm,13,16.31392874,uM,1.328361406,26.83566113
364805,1,2018-01-10,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT9622,M,51.705,-128.2384,100,0.45nm,13,15.67768054,uM,1.764326892,25.71532122
364805,1,2018-01-10,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT9623,M,51.705,-128.2384,115,0.45nm,13,16.56663168,uM,1.367527154,27.1345215
364886,1,2018-01-13,CALVERT,HAKAI,KWAK_PP,4,PRUTH,NUT9624,M,51.6554,-128.0913,0,0.45nm,13,19.6263718,uM,1.445,33.9006721
364886,1,2018-01-13,CALVERT,HAKAI,KWAK_PP,4,PRUTH,NUT9625,M,51.6554,-128.0913,5,0.45nm,13,19.64455784,uM,1.475,33.70824489
364886,1,2018-01-13,CALVERT,HAKAI,KWAK_PP,4,PRUTH,NUT9626,M,51.6554,-128.0913,10,0.45nm,13,19.63170774,uM,1.48,33.669848
364886,1,2018-01-13,CALVERT,HAKAI,KWAK_PP,4,PRUTH,NUT9627,M,51.6554,-128.0913,20,0.45nm,13,19.56580956,uM,1.556,33.21569187
364886,1,2018-01-13,CALVERT,HAKAI,KWAK_PP,4,PRUTH,NUT9628,M,51.6554,-128.0913,30,0.45nm,13,19.51258092,uM,1.527,33.1061402
364886,1,2018-01-13,CALVERT,HAKAI,KWAK_PP,4,PRUTH,NUT9629,M,51.6554,-128.0913,50,0.45nm,13,18.99356566,uM,1.47,31.95146459
364886,1,2018-01-13,CALVERT,HAKAI,KWAK_PP,4,PRUTH,NUT9630,M,51.6554,-128.0913,60,0.45nm,13,19.71857469,uM,1.459,33.53399341
368606,1,2018-02-14,CALVERT,HAKAI,KWAK_PP,4,PRUTH,NUT9660,M,51.6554,-128.0913,0,0.45nm,13,17.96141876,uM,1.419,32.79753682
368606,1,2018-02-14,CALVERT,HAKAI,KWAK_PP,4,PRUTH,NUT9661,M,51.6554,-128.0913,5,0.45nm,13,18.05903795,uM,1.468,33.03375331
368606,1,2018-02-14,CALVERT,HAKAI,KWAK_PP,4,PRUTH,NUT9662,M,51.6554,-128.0913,10,0.45nm,13,18.01204081,uM,1.471,33.09198166
368606,1,2018-02-14,CALVERT,HAKAI,KWAK_PP,4,PRUTH,NUT9663,M,51.6554,-128.0913,20,0.45nm,13,18.17877506,uM,1.399,32.73759752
368606,1,2018-02-14,CALVERT,HAKAI,KWAK_PP,4,PRUTH,NUT9664,M,51.6554,-128.0913,30,0.45nm,13,18.95470182,uM,1.551,32.71511994
368606,1,2018-02-14,CALVERT,HAKAI,KWAK_PP,4,PRUTH,NUT9665,M,51.6554,-128.0913,50,0.45nm,13,18.51278851,uM,1.491,31.97789339
368606,1,2018-02-14,CALVERT,HAKAI,KWAK_PP,4,PRUTH,NUT9666,M,51.6554,-128.0913,60,0.45nm,13,18.52277465,uM,1.425,32.26712944
374084,1,2018-02-14,CALVERT,HAKAI,ROCKY,1,ROCKY03,NUT9780,M,,,0,0.45nm,14,,,,
374085,1,2018-02-16,CALVERT,HAKAI,ROCKY,1,ROCKY06,NUT9782,M,,,0,0.45nm,14,,,,
407522,1,2018-02-16,CALVERT,HAKAI,ROCKY,1,ROCKY07,NUT9791,M,,,0,0.45nm,13,,,,
368809,1,2018-02-21,CALVERT,HAKAI,QCS_V1,2,QCS01,NUT9670,M,51.705,-128.2384,0,0.45nm,13,18.00482082,uM,1.432236299,33.36768244
368809,1,2018-02-21,CALVERT,HAKAI,QCS_V1,2,QCS01,NUT9671,M,51.705,-128.2384,5,0.45nm,13,18.14420105,uM,1.454627815,32.93427562
368809,1,2018-02-21,CALVERT,HAKAI,QCS_V1,2,QCS01,NUT9672,M,51.705,-128.2384,10,0.45nm,13,17.72554403,uM,1.462330241,32.13044355
368809,1,2018-02-21,CALVERT,HAKAI,QCS_V1,2,QCS01,NUT9673,M,51.705,-128.2384,30,0.45nm,13,15.17532252,uM,1.250175817,26.00781606
368809,1,2018-02-21,CALVERT,HAKAI,QCS_V1,2,QCS01,NUT9674,M,51.705,-128.2384,50,0.45nm,13,12.74054217,uM,1.113722859,20.96507935
368809,1,2018-02-21,CALVERT,HAKAI,QCS_V1,2,QCS01,NUT9675,M,51.705,-128.2384,100,0.45nm,13,19.38141525,uM,1.491544117,32.55393062
368809,1,2018-02-21,CALVERT,HAKAI,QCS_V1,2,QCS01,NUT9676,M,51.705,-128.2384,115,0.45nm,13,24.34518415,uM,1.675942763,41.65903109
374052,1,2018-02-25,CALVERT,HAKAI,ROCKY,1,ROCKY04,NUT9737,M,,,0,0.45nm,13,,,,
